time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
912,1,1,2,451,0,0,0,0,0,0,0,0,1,1,0,0,0,1
142,12,5,17,458,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1,1,2,458,0,0,0,0,0,0,0,0,1,1,0,0,0,1
562,1,1,2,460,0,0,1,0,0,0,0,0,1,1,0,0,0,1
876,1,1,2,458,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1036,12,5,17,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
24,4,2,6,460,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4705,1,1,2,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1058,3,3,6,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1916,2,2,4,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
5864,1,1,2,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
436,1,1,2,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
454,1,1,2,467,0,0,1,0,0,0,0,0,1,1,0,0,0,1
451,0,9,9,458,0,0,1,0,0,0,0,0,1,1,0,0,0,1
3380,3,6,9,455,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,7,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,5,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1
