time,linesAdded,linesRemoved,totalChurn,loc,maxstatements,maxdepth,complexity,maxlen,maxparams,maxnestedcallbacks,complexswitchcase,thisassign,complexchaining,noreassign,noextrabind,condassign,event,smelly
102,1,1,2,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1
15,1,1,2,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1
122,27,37,64,118,0,0,0,0,0,0,0,0,0,1,0,0,0,1
125,1,7,8,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12,1,1,2,112,0,0,0,0,0,0,0,0,0,1,0,0,0,1
221,11,1,12,122,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1271,12,2,14,132,0,0,0,0,0,0,0,0,0,1,0,0,0,1
120,7,1,8,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,7,8,132,0,0,0,0,0,0,0,0,0,1,0,0,0,1
66,11,3,14,140,0,0,0,0,0,0,0,0,0,1,0,0,0,1
97,1,3,4,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
58,7,1,8,144,0,0,0,0,0,0,0,0,0,1,0,0,0,1
707,1,1,2,144,0,0,0,0,0,0,0,0,0,1,0,0,0,1
61,1,1,2,144,0,0,0,0,0,0,0,0,0,1,0,0,0,1
120,1,11,12,134,0,0,0,0,0,0,0,0,0,1,0,0,0,1
71,5,1,6,138,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2172,19,1,20,156,0,0,0,0,0,0,0,0,0,1,0,0,0,1
937,14,1,15,169,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13,3,4,7,168,0,0,0,0,0,0,0,0,0,1,0,0,0,1
121,24,3,27,189,0,0,0,0,0,0,0,0,0,1,0,0,0,1
189,295,38,333,446,0,0,0,0,0,0,0,0,0,1,0,0,0,1
24,4,2,6,448,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72,33,33,66,448,0,0,0,0,0,0,0,0,0,1,0,0,0,1
371,0,449,449,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,0,109,108,0,0,0,0,0,0,0,0,0,1,0,0,1,1
117,4,4,8,108,0,0,0,0,0,0,0,0,0,1,0,0,0,1
39,2,4,6,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,4,4,8,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,4,4,8,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,4,4,8,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
150,2,2,4,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,2,106,0,0,0,0,0,0,0,0,0,1,0,0,0,1
96,6,2,8,110,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,2,2,4,110,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,3,13,16,100,0,0,0,0,0,0,0,0,0,1,0,0,0,1
41,0,101,101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,0,77,76,0,0,0,0,0,0,0,0,0,1,0,0,1,1
118,32,31,63,77,0,0,0,0,0,0,0,0,0,1,0,0,0,1
116,0,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,0,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18456,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
245,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,0,49,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,35,1,36,82,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,36,20,56,98,0,0,0,0,0,1,0,0,0,1,0,0,0,1
125,1,1,2,98,0,0,0,0,0,1,0,0,0,1,0,0,1,1
185,20,0,20,118,0,0,0,0,0,1,0,0,0,1,0,0,0,1
48,9,4,13,123,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17,2,2,4,123,0,0,0,0,0,1,0,0,0,1,0,0,0,1
183,3,1,4,125,0,0,0,0,0,1,0,0,0,1,0,0,0,1
15,10,9,19,126,0,0,0,0,0,1,0,0,0,1,0,0,0,1
247,13,20,33,119,0,0,0,0,0,1,0,0,0,1,0,0,0,1
839,17,11,28,125,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,21,4,25,142,0,0,0,0,0,1,0,0,0,1,0,0,0,1
67,11,15,26,138,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,23,9,32,152,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3,4,7,151,0,0,0,0,0,1,0,0,0,1,0,0,0,1
149,13,7,20,157,0,0,0,0,0,1,0,0,0,1,0,0,0,1
82,1,1,2,157,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,1,1,2,157,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12,15,2,17,170,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,1,1,2,170,0,0,0,0,0,1,0,0,0,1,0,0,0,1
864,1,1,2,170,0,0,0,0,0,1,0,0,0,1,0,0,0,1
114,7,8,15,169,0,0,0,0,0,1,0,0,0,1,0,0,0,1
497,1,1,2,169,0,0,0,0,0,1,0,0,0,1,0,0,0,1
274,1,1,2,169,0,0,0,0,0,1,0,0,0,1,0,0,0,1
242,13,4,17,178,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1628,12,3,15,188,0,0,0,0,0,1,0,0,0,1,0,0,0,1
278,2,2,4,188,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,1,1,2,188,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1259,86,0,86,274,0,0,0,0,0,1,0,0,0,1,0,0,0,1
865,13,9,22,278,0,0,0,0,0,1,0,0,0,1,0,0,0,1
634,2,2,4,278,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1708,83,70,153,291,0,0,0,0,0,1,0,0,0,1,0,0,0,1
175,0,9,9,282,0,0,0,0,0,1,0,0,0,1,0,0,0,1
859,2,2,4,282,0,0,0,0,0,1,0,0,0,1,0,0,0,1
697,1,1,2,282,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5611,2,2,4,282,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1284,0,282,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,2,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,1,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
